,ERR594391,ERR594354,ERR594389,ERR599121,ERR599118,ERR594392,ERR594380,ERR594404,ERR599023,ERR594415,ERR599122,ERR594364,ERR594355,ERR594379,ERR599110,ERR599133,ERR599146,ERR599017,ERR599126,ERR594407,ERR599005,ERR599165,ERR594353,ERR598984,ERR594382,ERR594377,ERR594412,ERR594362,ERR594359,ERR599148,ERR594409,ERR599173,ERR594388,ERR599150,ERR598982,ERR599144,ERR594385,ERR599006,ERR599044,ERR599174,ERR599065,ERR594411
ERR594391__vRhyme_bin_74,8.05752,0,0.18511209,0,0,0.16395459,0,0,0.58820486,20.64592,7.951797,0,2.182977,0,0.2044903,4.0422826,0,2.4616804,2.1401443,13.631814,8.19789,0.39714018,24.527515,0.22881822,0,0,0,0.24906991,0.13257417,4.36466,0,0,0.08026269,0,0,0,0,0.16596034,37.150852,0.7545534,6.074666,0
ERR594379__vRhyme_bin_70,0.76243407,1.0616101,0.60974157,0,0,1.1444118,0,0,0.18714668,0.54621255,0,2.24591,1.3662057,43.371056,0,42.36725,0,0,0,0,0.98767394,0,0.6,3.2128274,0.32539257,0,0.35057482,0.28994438,0.3230357,0.2578356,0,0,5.7302647,0.5226352,0,0,1.1847495,0,0,0,0,0.9688103
ERR594412__vRhyme_unbinned_858,0.87955886,2.5939968,0.51328486,0,0.44253665,3.0144129,11.401429,0,0,3.579208,0,6.601266,6.4208546,1.6457576,0,0,0,0,0.7539792,0,0.5690563,0.2591177,17.636671,8.902056,3.5627272,0,43.61687,0.24081965,5.384384,2.239441,0,0,18.730228,0.13779922,0,0,14.062414,0.08046121,0,0,0.34496805,4.3857627
ERR594385__vRhyme_unbinned_851,0.1028635,0.21610601,1.1103698,0,0,5.727458,0,0,0,0.15049578,0,0,3.3978314,1.2907978,0,0,0.19228987,0,0,0,0,0,2.8495042,0,4.186359,0,0,0.14234084,5.3765173,1.7526642,0,0,0.15151516,0.50755256,0,0,16.606245,0.9321657,0,0,0,1.2988602
ERR594379__vRhyme_unbinned_251,0,0,0,0,0,0,0,0,0,0.32349786,0,0,0,19.782427,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06342394,0,0,0,0,0.4980329,0,0,0,0,0,0,0,0,0
ERR594355__vRhyme_unbinned_844,0.20560561,8.689389,1.9577577,0,3.9297297,3.3046045,0,0,1.3607608,0,0,0,16.761763,0.16046046,1.1079079,0.12052052,4.2773776,0,7.021722,0,0,0,0,0.15635635,2.3405406,0,8.931732,0.47907907,2.6974976,15.635235,0,0,0,2.3033032,0,0,2.153854,17.509209,0,0,0.6238238,6.198899
ERR594364__vRhyme_unbinned_366,9.246118,39.5472,4.8362517,0,0,25.44892,0,0,0,11.736373,0,26.665272,43.157352,29.432932,0,0,0,0,2.3055725,0,0.193514,0,14.326202,6.0602164,5.0471225,0,2.4095614,4.1320796,4.7382765,4.535703,0,0,62.194656,0.23842874,0,0,23.918621,0.59112364,0,0,0,20.862896
ERR594353__vRhyme_unbinned_801,6.095741,0,5.3295393,0,0,0,0,5.5415826,0,3.3876445,0,0.63824123,0.09849458,0,0,0,0,0,0,0,0,0,21.577015,0,0.12979622,0,3.6211677,6.224068,0,0,0.096750505,0,1.4320728,0,0,0,0,0,0,0,0,1.8718561
ERR594362__vRhyme_unbinned_495,1.1046605,0,110.99877,0,0,1.267323,0,0.20375621,0,0.10054042,0,0,0.11204452,0,0,0,0,0,0,0,0,0,0.06592113,0,0.39788112,0,0.5983199,167.40393,0.1494997,0,0,0.38198942,0.09658088,0,0,0,0.07153941,0,0,0,0,0.31275082
ERR594389__vRhyme_unbinned_253,18.826443,0.1432029,22.254337,0,0,0.22640178,0,0.7109722,0,7.717729,0,0.6748689,1.0186567,0.30203712,0,0,0,0,0,0,0,0,3.4593587,0,0.14431222,0,9.571299,21.514624,0,0,2.889875,0,3.1449172,0,0,0,0,0,0,0,0,2.364058
ERR594364__vRhyme_bin_45,0.40626574,2.7690382,0.33566496,0,0,3.624528,0,0,0,0.54688734,0,22.268162,3.2944148,4.6680617,0,0,0,0,0.20044234,0,0.284453,0,2.3316774,10.272535,1.8184879,0,4.51568,0.24839963,2.3801384,0.25405037,0,0,36.420387,0,0,0,3.8328958,0,0,0,0,1.6382974
ERR594379__vRhyme_unbinned_229,0,0,0,0,0,0,0,0,0,0,0,0,0,40.159702,0,0.65407914,0,0,0,0,0,0,0,0.16521123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR594412__vRhyme_unbinned_479,0,0.2444906,0,0,0.13812044,0,0,0,0,0,0,0,1.9895506,0,0,0,0,0,0,0,0,0,0.24643312,0,0,0,30.186483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR594404__vRhyme_unbinned_440,0,0,0,0,0,0,0,10.084263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17204553,0,0,0,0,0,0
ERR594411__vRhyme_unbinned_607,0.79252803,5.196596,0,0,0,2.7153175,0,0,0.07638024,1.2203404,0,1.7901204,2.5412204,0.14736405,0,0,0,0,2.0897467,0,0,0,0.35516813,3.7446244,0.788709,0,0.70203406,0,1.4127854,1.3755915,0,0,2.8899958,0.25039434,0,0,2.717227,2.2048154,0,0,0,17.426651
ERR594353__vRhyme_unbinned_720,0.14676344,0.45033336,0.16862182,0,0,1.815343,0,0,0,0.119756944,0,0.14524433,1.3924382,0,0,0,0,0,0,0,0,0,25.681746,0,0.5047683,0,0.58916366,0.10853237,0.42374885,0,0,0,0.3363997,0,0,0,0.2895603,0,0,0,0,0.8227699
ERR594364__vRhyme_unbinned_711,1.2193257,0.70221174,0,0,0,0.7362483,0,0,0,1.8609854,0,18.143667,0.6104277,0,0,0,0,0,1.1933202,0,0.87430686,0,0.9857225,19.619225,0.44706482,0,0.49856588,0,0.8284786,0.49474153,0,0,16.71566,0,0,0,0.7450443,0.44967812,0,0,0,1.6302505
ERR594412__vRhyme_unbinned_984,0.6689161,0,2.691016,0,0,0,0.205646,1.3428807,0,0.5086544,0,0.06166289,0.37739542,0,0,0,0,0,0,0,0,0,0.26411498,0,0,0,13.57006,2.6734495,0,0,0.34015042,0,0.24958788,0,0,0,0,0,0,0,0.1007109,0
ERR594354__vRhyme_unbinned_832,10.354915,42.796474,2.7545884,0,0,13.641369,0,0,0,5.230154,0,19.781387,44.60421,8.349173,0,0.3459633,0,0,2.9738204,0,0.093345344,0,11.90474,5.7694516,4.2072964,0,4.4304695,1.9721315,3.629321,3.3234997,0.26545435,0,57.38025,0.14272042,0,0,2.1994145,0.8452877,0,0,0,30.186409
ERR594379__vRhyme_unbinned_420,0,0,0.19132282,0,0,0,0,0,0,0,0,0,0,16.375229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR594404__vRhyme_bin_88,0.1451628,0,0.814017,0,0,0,0,29.554338,0,0.39604986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0895531,0,0.07385311,1.4165541,0,0,1.6696706,0,0,0,0,2.0484505,0,0,0,0,0,0
ERR594354__vRhyme_unbinned_288,0.56843764,9.99442,0,0,0,0.25677222,0,0,0,1.6494181,0,6.525801,7.4494467,1.4554559,0,0,0,0,0.7279664,0,0,0,1.5333842,2.94587,0,0,7.0357213,0,0,0.3899752,0,0,8.708795,0,0,0,0.31714994,0,0,0,0,0.15371041
ERR594388__vRhyme_unbinned_254,0.14835165,1.815716,0,0,0.2779522,0.9830804,0,0,0,0,0,20.750742,1.6283796,0,0,0,0,0,0,0,0,0,0,2.7199547,0,0,1.4210709,0,0,0,0,0,34.635445,0,0,0,0,0,0,0,0.07352172,0.69099945
ERR594379__vRhyme_unbinned_700,0,0,0,0,0,0,0,0,0,0,0,0,0,33.008186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR594377__vRhyme_unbinned_345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.20505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR594412__vRhyme_bin_147,1.4637842,0,1.8715128,0,0,0,0.7105702,0,0,2.6629987,0,0.1778741,0.18369086,0,0,0,0,0,0,0,0,0,0.984254,0,0,0,11.029232,1.6557741,0,0,0,0,0,0,0,0,0,0,0,0,0.09740284,0
ERR594389__vRhyme_unbinned_566,4.1666512,0,6.624566,0,0,0,0,0,0,5.9662194,0,0,0,0.20437272,0,0,0,0,0,0,0,0,0.09214601,0,0,0,0,7.1339025,0,0,0,0,0.12329924,0,0,0,0,0,0,0,0,0.08229333
ERR594391__vRhyme_unbinned_246,18.053461,0,14.178801,0,0,0.4870093,0,0,0,19.206638,0,0,0.106995,1.6091363,0,0,0,0,0,0,0,0,0.39471805,0,0.17580299,0,0.09179158,10.956602,0.15281941,0,0.22855103,0,0.15681656,0,0,0,0.3627409,0,0,0,0,0.16945039
ERR599121__vRhyme_unbinned_83,0,0,0,80.71347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR594389__vRhyme_unbinned_146,5.57231,0,6.039732,0,0,0,0,0.33369797,0,0.93033737,0,0,0,0,0,0,0,0,0,0,0,0,1.1302674,0,0,0,0.31238788,6.3625345,0,0,0.15647836,0,0.38275063,0,0,0,0,0,0,0,0,0
ERR594392__vRhyme_unbinned_2,0,1.5193179,0.26199818,0,0,15.249321,0,0,0,0.16352248,0,1.2950498,3.2508302,0.18714157,0,0,0,0,0.44008452,0,0,0,0.23920918,0.8387413,17.576366,0,0,0.16299427,19.297087,0.2777694,0,0,1.663598,0,0,0,15.446348,0,0,0,0,0
ERR599006__vRhyme_unbinned_6,0,0,0,0,0.2189682,0,0,0,0,0.057893716,0,0,0,0,0,0,0,0,0.14652832,0,0,0,0,0.3833398,0,0,0.76803726,0,0,0,0,0,0,0,0,0,0,50.169125,0,0,0.33970132,8.920869
ERR594354__vRhyme_unbinned_893,0.066616036,3.8051426,0,0,0,0,0,0,0,0,0,0.482912,5.0317893,0.33156124,0,0,0,0,0.102636434,0,0,0,0.08397526,0,0,0,0,0,0,0.063795164,0,0,1.3728979,0,0,0,0,0.15026581,0,0,0,11.81035
ERR594412__vRhyme_unbinned_916,0,2.275033,0,0,0,1.4523495,0,0,0,0,0,2.0809178,1.7865613,0,0,0,0,0,0.2726175,0,0,0,0,0.18741766,0.36890647,0,13.06906,0,0.18533158,0,0,0,2.7977602,0,0,0,0.35551164,0,0,0,0,2.748902
ERR594391__vRhyme_unbinned_122,17.85357,0,1.3927739,0,0,1.9138589,0,0,0,4.4102564,0,0,0.18171223,0,0,0,0,0.19209579,0,0,0,0,1.829413,0,0.5601822,0,0.7441195,2.3520873,0.35897437,0,0.39658827,0,0.2794024,0,0,0,0.16709049,0,0,0.069400296,0,0.96884936
ERR594412__vRhyme_unbinned_769,0,0,0,0,0.21675293,0.14238936,0,0,0,0,0,0.36252245,0.40202808,0,0,0,0,0,0,0,0,0,0.19615507,0.14576952,0,0,11.626809,0,0,0,0,0,0.78768355,0,0,0,0.5942749,0,0,0,0,0
ERR594377__vRhyme_unbinned_611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.523802,0,0,0,0,1.6461661,0,0,0,0,0,0,0,0,0,0,0
ERR594364__vRhyme_unbinned_477,0.60763234,0.40582684,0.6405417,0,0,2.2456298,0,0,0.24095199,0.20525236,0,44.552567,0.60549855,0.17217891,0,0,0.13680755,0,0.26762414,0,9.319081,0,0.48929012,42.415348,0.09757899,0,0.19466557,0.106114075,0.06491588,0.4102585,0,0,0.47164547,0.6153467,0,0,0.9254001,0.82790315,0,0,0,0.11177678
ERR594364__vRhyme_unbinned_101,0.11819011,20.581825,0.5387258,0,0,8.153723,0,0,0,0,0,49.40685,13.89861,0,0,0,0,0,0.74961084,0,0.44737265,0,0.21201223,10.78305,1.4669636,0,14.520155,0.36997476,0.99651116,0.6049595,0,0,7.4979334,0,0,0,0.14438301,0,0,0,0,0.4299286
ERR594379__vRhyme_bin_115,0.8166535,0.21943785,0.42454472,0,0,1.2859857,0,0,0,5.2285166,0,0.72653735,1.6486804,144.75624,0,0.57176036,0,0,0,0,0,0,2.051623,0.44039324,0.7237134,0,0.21698338,0.38837424,0.81908154,0,0,0,10.403431,0,0,0,5.034178,0,0,0,0,1.8728161
ERR594388__vRhyme_unbinned_95,0,5.6917677,0,0,0,0,0,0,0.20649913,0,0,0.30649912,0,0,0,0.2973137,0,0,0.9457539,0.21993068,0.32521665,0,7.454506,0,0,0,0,0,0,0,0,0,11.199047,0,0,0,0,0.25797227,1.7598786,0,0,0
ERR594379__vRhyme_unbinned_898,0,0,0,0,0,0.07070707,0,0,0,0,0,0.8151515,0,89.616714,0,4.879247,0,0,0,0,0,0,0,0.16565657,0,0,0,0,0,0,0,0,10.000918,0,0,0,0,0,0,0,0,0
ERR599146__vRhyme_unbinned_31,0,0,0,0,0,0.14262985,0,0,41.47551,0,0,0,0,0,14.643482,2.4686897,26.481815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8054323,0,51.02574,2.3274236,0,0,0,0,0,0,0
ERR594385__vRhyme_unbinned_664,2.491358,0.36329967,5.248148,0,0,25.923681,0,0,0,2.9846802,0,0,4.5684624,0.82345676,0,0,0,0,0,0,0,0,3.6195848,0,6.9219975,0,0.10869809,2.7433221,5.1281147,0,0,0,0.45802468,0,0,0,23.47385,0.14046016,0,0,0,3.2347925
ERR599126__vRhyme_unbinned_28,0,0,0,0,0,0,0,0,2.1447997,0,0,0,0,0,0.7331304,0,0.607103,1.4212075,72.74115,0,0,14.632572,0,0.06666667,0,0,0,0,0,21.884222,0,0.49548453,0,3.3232877,0.077524096,0,0,1.0208017,0,0.7648909,0,0
ERR594411__vRhyme_unbinned_426,1.1411687,1.0536336,0.385851,0,0,0.22987048,0,0,0,7.6388016,0,0,6.3425994,5.533242,0,0,0,0,0.14556491,0,0,0,0.17304115,0,0.36552703,0,0,0.28502586,0.32580906,0.45228434,0.4118562,0,0.37754896,0,0,0,4.110649,13.288628,0,0,0,62.913986
ERR594404__vRhyme_unbinned_150,0,0,0,0,0,0,0,13.28901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2030034,0,0,0,0,0,0,0,0,0,0.7561775,0,0,0,0,0,0
ERR594362__vRhyme_unbinned_490,9.562072,0,12.955159,0,0,0.07372234,0,0.085177206,0,3.7429018,0,0,0,0,0,0,0,0,0,0,0,0,0.84335226,0,0,0,0,17.342178,0,0,0.88143724,0,0.4672998,0,0,0,0,0,0,0,0,0.32641473
ERR594359__vRhyme_unbinned_205,0,0,0.1568557,0,0,8.981605,0,0,0,0.06299354,0,0.3170316,0.39339554,0.5343683,0,0,0,0,0,0,0,0,1.2002871,0.16708542,18.099964,0,4.473618,0.44894114,21.483938,0,0,0,1.3285176,0,0,0,4.004756,0,0,0,0,0
ERR594355__vRhyme_unbinned_31,0,1.737459,0,0,0,0.08635316,0,0,0,0,0,0,24.099741,4.4661403,0,0,0,0,1.2184082,0,0,0,0,0,0,0,0,0,0,2.765851,0,0,0.36355612,0,0,0,5.4460845,0,0,0,0,0
ERR594409__vRhyme_unbinned_56,11.955134,1.3089641,14.755027,0.8020377,0,0.14067388,0,0,0,14.251944,0.35588524,0,1.9267137,0.8388596,0,0,0,0,0,0.280454,0,0,5.503173,0,0.07677183,50.36196,0,10.633926,0.10849942,0,45.169186,0,2.3435516,0,0,0,0.55474126,0.15524176,0,0,0,2.4529448
ERR594355__vRhyme_unbinned_682,1.7803918,11.913672,0.36135447,0,0,1.0286446,0,0,0,3.4209075,0,0.1328871,27.544346,0.3749385,0,0,0,0,3.8534305,0,0,0,2.8967419,0,0.36834335,0,0,1.1291466,0.5355842,6.554385,0,0,1.3569249,0,0,0,0.60842603,6.611576,0,0,0,111.60281
ERR594355__vRhyme_unbinned_630,1.1454964,21.917454,2.4271414,0,0,4.061459,0,0,0,0.68964946,0,3.9413009,32.42315,0.10208851,0,0,0,0,0.5827399,0,0,0,3.197755,0.6768792,2.8122919,0,11.184065,2.3816543,2.4210691,1.7357254,0,0,12.124887,0,0,0,0.31068176,0.36056674,0,0,0,36.881203
ERR594353__vRhyme_unbinned_300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.418317,116.195595,0,0,0,0,0,0.0830198,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR594379__vRhyme_unbinned_847,2.4383864,3.1003568,1.2768855,0,0,4.37945,0,0.10937353,0,4.29243,0,1.3024796,13.866958,208.00339,0,2.7160232,0,0,1.5457876,0.50286466,0.83478916,0,2.8174603,2.6119094,5.9373064,0.27171972,0,0.9886353,9.76754,5.3674746,0,0,27.255705,0.18718888,0,0,14.571006,1.3118249,0,0,0,12.332441
ERR594362__vRhyme_unbinned_11,7.243652,0,5.0055056,0,0,0,0,0,0,9.125894,0,0,0,0,0,0,0,0,0,0,0,0,2.351549,0,0,0,0,7.239872,0,0,0.057687566,0,0,0,0,0,0,0,0,0,0,0
ERR594412__vRhyme_unbinned_1097,0.4547952,0.6098013,3.6506932,0,1.1263179,2.0316274,0,0,0,0.55383044,0,0.26809788,1.5498052,0.44981152,0,0,0.10644687,0,0.15302536,0,0,0,0.35754904,0.602773,0.45632866,0,18.198326,2.0929654,0.7502396,0.3973548,0,0,0,0.19270334,0,0,2.68871,0.60520095,0,0,0.80058783,0.42802376
ERR598984__vRhyme_bin_10,0,0,0,0,0,0.22046031,0,0,0.13287461,0,0,2.4273014,0,0.5,0.11921456,0.12230855,0.7622435,0,0.8870794,0,1.3983221,0,0.074003115,13.243451,0,0,0.12886749,0,0,0.580346,0,0,2.679207,0.6079025,0,0,0.45758498,0.6205761,0,0,0,0
ERR594377__vRhyme_unbinned_615,0,0,0,0.32860938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.71826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR594409__vRhyme_unbinned_192,0,0,0,0,0,0,0,0.15208763,0,0,57.645184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18614066,0,0,0,0,208.50095,0,0,0,0,0,0,0,0,0,0,0
ERR594389__vRhyme_unbinned_473,0,0,11.809534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16939774,0.1514152,0,0,0,0,0,0,0,0,0,0,0,0,0.08171952
ERR594385__vRhyme_unbinned_873,0,0,0.32848963,0,0,5.980769,0,0,0,0.468777,0,0,0,0.29926535,0,0,0,0,0,1.4191335,0,0,0.16194901,0,1.3007779,0.47272038,0,0.21121435,1.0857822,0,0,0,16.017015,0,0,0,15.141421,0,0,0,0,0
ERR594388__vRhyme_unbinned_79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.418385,0,0,0,0,0,0,0,0,0
ERR594355__vRhyme_unbinned_98,4.089469,21.124231,1.736067,0,0,1.6572227,0,0,0,1.7466915,0,0.9718546,22.03933,1.5878844,0,0,0,0,1.0494875,0,0,0,6.953961,0.18676607,0.1558248,0,0.7026095,1.3080149,0.1333644,1.5752097,0,0,3.818919,0,0,0,0,0.19627213,0,0,0,9.419571
ERR594385__vRhyme_unbinned_456,0,1.2306607,0,0,0,4.528223,0,0,0,0,0,0.22963437,1.1441308,0,0,0,0,0,0,0,0,0,0.2801796,0,4.7509303,0,0,0,4.6319437,0,0,0,0.4903143,0,0,0,9.955356,0,0,0,0,0.3728031
ERR594392__vRhyme_unbinned_554,0,0,0,0,0,18.17562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR599148__vRhyme_unbinned_101,5.5367646,2.3690333,22.693647,0,0,26.7145,0,0.21347637,6.337934,0,0,3.8239512,8.925507,0,0,0,0,0,0.19527483,10.698529,5.0194674,0,1.2101012,0,11.446962,0,5.366803,10.835161,4.076422,17.587572,0.15417069,0,0.9231557,0,0,0,0.53574014,0.4097758,14.8971195,0,0.22450578,0
ERR599133__vRhyme_unbinned_15,0,0,0,0,0,0.1087276,0,0,0,0,0,0.54197276,0,71.032715,0,4.1905184,0,0,0,0,0,0,0,0.09187971,0,0,0,0,0,0,0,0,9.916055,0,0,0,0,0,0,0,0,0
ERR594364__vRhyme_unbinned_38,2.3077164,4.7843795,4.245016,0,0.5686811,10.412712,0,0,0.15737627,3.0644202,0,23.99054,5.472129,4.637167,0,0,0.5695411,0,0.63091236,0,1.0754436,0,7.5607066,16.326479,1.7146431,0.21108592,6.2970057,1.8663905,2.8701432,1.3217888,0,0,5.2555704,1.4600891,0,0,14.122586,0.6046439,0,0,0.39598155,0.8276913
ERR594354__vRhyme_unbinned_524,0,30.58358,0,0,0,0.13116331,0,0,0,0,0,0,26.441833,0,0,0,0,0,3.9224725,0,0,0,0,0,0,0,0,0,0,12.191614,0,0,0.082418025,0,0,0,0.11977872,0,0,0,0,3.2392368
ERR594377__vRhyme_unbinned_129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.678848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR594364__vRhyme_unbinned_574,0,0,0,0,0,0,0,0,0,0,0,17.601786,0,1.762105,0,0,0,0,0,0,0.13852707,0,0,10.526546,0.19618027,0,0,0,0.18664469,0,0,0,43.952625,0,0,0,0,0,0,0,0,0
ERR594377__vRhyme_unbinned_163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.117664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR594362__vRhyme_unbinned_531,6.432422,0,6.425224,0,0,2.5496593,0,0,0,2.9750364,0,0,1.1685427,0.13860174,0,0,0,0,0,0,0,0,1.8096333,0,1.6299103,0,0,7.193353,1.4368634,0,0,0,0.06539551,0,0,0,0.20522246,0.14288996,0,0,0,3.6643693
ERR594355__vRhyme_unbinned_785,0,1.7949462,0,0,0,0,0,0,0,0,0,4.0965686,19.004986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.652262,0,0,0,0,0,0,0,0,0
ERR594412__vRhyme_unbinned_212,0.61655384,3.3174305,0.13669145,0,0.27415955,0.92377675,7.105625,0,0,0.91334736,0,1.9441917,4.268612,0.071341395,0,0,0,0,0,0,0,0,1.0664595,0.60645735,0.39154553,0,45.91368,0,0.44258294,0.11272606,0,0,5.5208035,0,0,0,1.3368468,0,0,0,1.2298901,1.3166537
ERR594379__vRhyme_unbinned_18,0,0,0,0,0,0,0,0,0,0,0,0,0,18.664528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR599122__vRhyme_bin_12,0,0,0,0,0,0,0,1.1310271,0,0,26.394905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08264001,0,0,0,13.437697,0,0,0,0,0,0
ERR594364__vRhyme_unbinned_204,1.074147,0.38969168,0,0,0,0,0,0,0,2.006188,0,15.613098,0.27394664,10.306674,0,0,0,0,0,0,0.25638458,0,2.119286,11.890657,0,0,0.8517419,0,0.14507475,0.16202876,0,0,49.01842,0,0,0,0.36272267,0,0,0,0,1.1298734
ERR599133__vRhyme_unbinned_56,0.2759658,0,0,0,0,0,0,0,0,0,0,0,0,9.843888,0,22.894474,0,0.4621596,0,0,0,0,0.116687775,0.23155478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18912286,0.10370488,0
ERR594359__vRhyme_unbinned_480,0,0,0,0,0,1.1873075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9370975,0,0,0,8.171908,0,0,0,0,0,0,0,14.379095,0,0,0,0,0
ERR594385__vRhyme_unbinned_770,0,0,0,0,0,1.4835426,0,0,0,0,0,0,0,1.5791999,0,0,0,0,0,0,0,0,0,0,1.0746318,0,0,0,1.783238,0,0,0,0.113261856,0,0,0,22.783072,0,0,0,0,0
ERR599173__vRhyme_unbinned_33,0,0,6.1220055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4056094,0,0,0,268.6671,0,0,44.407063,0,0,0,0,0,0,0
ERR594354__vRhyme_unbinned_453,0,11.714286,0,0,0,1.0133091,0,0,0,0,0,5.462795,9.03647,0.86682224,0,0,0,0,0.52813065,0,0,0,0.1234984,2.6668396,1.3114684,0,0,0,0.85705644,0.08305246,0,0,26.96569,0,0,0,6.444646,0,0,0,0,3.7854118
ERR594404__vRhyme_unbinned_230,0,0,0,0,0,0,0,43.244965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.994581,0,0,0,0,0,0.14151117,0,0,0,0,1.9887308,0,0,0,0,0,0
ERR594412__vRhyme_unbinned_181,0.41917214,0,0,0,0,0.1998554,0,0,0,2.0699525,0,0.7814063,0.28125566,0,0,0,0,0,0,0,0,0,0.24269447,0,0.16340302,0,18.701511,0,0,0,0,0,1.880159,0,0,0,0.9784901,0,0,0,0,0
ERR594355__vRhyme_unbinned_838,0.59273463,52.42856,0,0,0,0,0,0,0,0,0,1.3306761,60.604237,0,2.371544,0,0,0,2.2621593,0,0.11069626,0,0,0,0.18668012,0,0,0.22633703,0,12.220283,0,0,2.727245,0,0,0,0,0.21937437,0.59535825,0,0,13.172855
ERR594355__vRhyme_unbinned_301,1.2321267,3.5715578,0,0,0,0,0,0,0,1.4073044,0,0,19.51894,0,0,0,0,0,0.34634778,0,0,0,0,0,0,0,0,0,0,9.082741,0,0,0,0,0,0,0,2.6758888,0,0,0,4.9470587
ERR594412__vRhyme_unbinned_913,0,0,0,0,103.80391,0.5333477,0,0,77.49011,0,0,0.33682844,0.19403307,0.122797534,24.231976,3.6211221,24.22441,0,11.700681,0,2.6361475,0.16863042,0,10.700897,0,0,9.331748,0,0,34.273808,0,0.085720465,0,131.06876,0,0,2.3808236,81.58231,0,0,25.462437,0
ERR594379__vRhyme_unbinned_386,0,0,0,0,0,0,0,0,0,0,0,0,0,27.052816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6641366,0,0,0,0,0,0,0,0,0
ERR594355__vRhyme_unbinned_282,1.4642757,102.484726,0.95096666,0,0,8.421687,0,0,0,1.9356496,0,6.8118987,94.65369,0.6039974,0,0,0,0,1.6407024,0,0,0,1.646493,1.718035,1.9563837,0,2.055291,0.47184086,4.4667974,6.794527,0,0,1.6011021,0,0,0,6.1211357,0.26169795,0,0,0,5.4139347
ERR594354__vRhyme_unbinned_856,0.4192706,25.793396,0,0,0,7.7793117,0,0,0,0.6367876,0,1.1900009,15.748624,0.4515437,0,0,0,0,2.8447907,0,0,0,1.4007089,0.70571774,2.2271245,0,2.8175542,0.17535678,2.0388024,0.8459099,0,0,1.9543886,0,0,0,13.275161,0.22441937,0,0,0,3.355284
ERR594385__vRhyme_unbinned_953,0,0,0,0,0,0,0,0,0,0,0,0,0.3660034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.43914,0,0,0,0,0
ERR599126__vRhyme_unbinned_25,0,3.2402196,0,0,0,0,0,0,0.09660525,0,0,3.073069,1.0350833,0,0,0,0,0,44.039562,0,0,0,0.7299344,3.0383015,0,0,1.7224886,0,0,6.246214,0,0,3.2837582,0.22179455,0,0,0,0.077864714,0,0,0,0
